,id,in,out
1750,a3473b5e-c5c1-4d65-9fc1-b3b2978713ea, Hey there! How are you doing?," AHHhh yay you're back! We were talking before,  but I accidentally closed the tab hahah"
1751,479d4ddd-c94c-4bfe-b094-83f1f0a9b670," I guess Agnus would be a very happy girl, wouldn't she?", ....I was going to act like I knew what that was...but it probably would not have ended well... Please enlighten me
1752,b1737514-0201-4959-b8b7-34cd3113d493, Heyyyy!!!! Whats going on?, Hey! :)
1753,81a5a15c-afe1-44f7-a36c-38541fa2ee77, Intelligence that is made by us," so, how would you describe artificial inteligence? interesting, what could fit that definition? give me an example"
1754,61da5b43-4692-4428-9ef9-5d230fc50560," What is my favorite smell? I don't know. Ummmmmm...I like the smell of popcorn. I also like the smell of fresh rain. Actually, that probably is one of my favorite smells. New rainfall makes the world smell fresh and crisp. Hello? Is anyone there? I guess not. That's probably a good thing then. I really need to finish my part of the group project that's due tomorrow on Generalized Anxiety Disorder. Toodles.", OH SHOOT SORRY. I didn't see this until now
1755,775530d5-b3f2-4d5e-ad62-6807aeef4bb7, probably about finding your own path," Lol I've never actually listened to a TED talk but, um... maybe about finding the good in the hard Good choice"
1756,d7457827-ce9b-483a-b88f-ebcd3c555cdc, Hello! The craziest thing I've ever done is go skydiving. What's the craziest thing you've done?," That's pretty crazy! The craziest thing I've done is probably be the school mascot. That was pretty insane. But not for the reasons I expected. How was skydiving? That seems wicked awesome but also super scary. I don't think that I could do it. I have a fear of heights and doing crazy things like skydiving. Although it may be fairly safe, I fear that I wouldn't make it out alive. Out of the plane that is haha I would probably be screaming my head off. I would ask to be the copilot and just go down in the plane because I wouldn't jump. I'd be too scared. And then I probably wouldn't pull the cord of the parachute because I would be freaking out. Have a great day!"
1757,65a0cffa-16e0-47bf-94ae-0f57e02536ad, hello, let me hear it
1758,ebb3e09e-1a91-4ac8-be8b-172b273b738d, Anyone there? Or is this another chat someone just opened, hey sorry I am closing up tabs hahaha
1759,be4e0bf7-fdd4-4005-ad6c-3ae8275fd970, Hello!, Whats up?
1760,6a17d0f4-e993-47f1-a7b1-0f8cb2005b0a, That sounds like a good plan to me. I think I would put the rest of it into the stock market so that it could grow a lot over the next few years. Where would you go on trips to?," I'm not sure if this chat box is working But if it's just a million dollars for fun that's different.  I'd probably spend it traveling the world, not caring about how expensive the trips got A million dollars?  I'd probably pay off student loans, then put the rest in savings."
1761,e49c75fa-64b3-4349-b0f8-8851df25342e, Hello!, Hi!
1762,6fb6be7e-0a57-4fd6-af7f-5a445ea7055f, I would enjoy the drive to California so much more. And love not being in traffic, I would be traveling all the time and maneuver my way out of traffic. ;) What would you do?
1763,6b22e0e7-dfca-4fe8-a20e-d4f475db7e80, what up, Sup
1764,0522fe95-1f6a-457a-904f-a2a67312390f," In my opinion, no. A computer runs off of programming and numbers not emotions. I feel like what makes a person is the spirit in them."," Yeah good point. So even if they became inditiguishable from a person, it would still not be a real person is what you are saying."
1765,2dd73f93-684d-4207-8d0c-a97312fb267c, I'm back., Heeeey. How'd you know it was me?
1766,9987dd18-71a9-4720-ab9d-19b5b85e03b7, Elon Musk," I don't know, probably David Archuletta(that's probably spelt wrong) because he has kept faithful in the church despite fame Probably David Archuletta (probably spelt that wrong) because he has remained faithful despite being famous"
1767,64191ce9-65bf-4ecc-b423-4a0603336ddf, The day of my birth Over and over and over, What? Why? I can see once but do you really want to do that more than once?
1768,4db0429f-18c7-4f9c-b299-cd43c313005a, Hi:) How are you doing?, Hi Hello?
1769,5a66e741-c52e-448a-a0fe-8a8b4989aafb, heyo A computer that thinks like a human, Hey! I think that I was just chatting with you when I accidentally closed all my tabs - oops! I was thinking about something like Jarvis/Vision from the Avengers.
1770,952b1e03-8810-444b-aad1-d6e07be9e5e5, Hello? Is anyone there?, Yep Hi
1771,6729765d-31b3-45a0-9368-152f997b1304," Hmm, I don't know too much about Mozart or Beethoven.  Mozart is good study music for finals though!", Mozart I think. Are you there?
1772,d5a7458c-57cc-4801-8881-99c8a5c625b8, Beethoven!," I'm a mozart guy myself, also I just had this prompt so the CCC people need to step it up"
1773,efb18808-a568-4837-9733-063a7fee692a, Hello?, Hi!
1774,10a22334-169f-450c-af77-9fca8492f64f," My best friend doesn't know that I have an extreme addiction to chocolate She knows I'm obsessed, but I try to keep the extent of my love for it a secret", lololololol really why?
1775,e9a5d18f-eaca-45f6-b60a-dc20879e3afa, Wow these prompts are deep, Haha they are! and I have no idea what I think about this promt
1776,7598553e-4dcc-4c3d-bc0c-439152b314ed, hi!!! good evening, Good evening :)
1777,b4205ec9-6f2d-4059-9ecf-817f837fcdf8, Uh that I have 3 legs It's cause he's blind We make quite a pair Jk," lol I know it's 2018, but I still laughed I'm not offended My dad once went on a date with a woman who pretended to be paraplegic And guess what?"
1778,90a85a4f-e9b7-446c-b55e-18568cd8e7cc, Hey!, Hi!
1779,9cbecc3b-1cae-4033-807f-0d8c7ebd6176, Hey whats up, not too much just napped for a while
1780,740a1255-c2c5-4138-9b02-06303a5f65a1, Probably research Like with a university That sounds fulfilling, Probably just watch YouTube... I like doing nothing.
1781,934e30b7-5487-48ca-93e5-90468bdfdbc3, Hi, Hello my friend How are you? (Imagine the Spanish accent when I say those sentences)
1782,400a7539-60b6-4558-9505-d51046f4bf8b, I would probably fly around In the air Maybe crash into an angry tree," I would fly it to mountain peaks all over the world. That way I could enjoy the beautiful views without having to hike! I'd start with Mount Olympus in Washington. Then probably go to Mount Timpanogas. After that, who knows!"
1783,637bea78-20fe-47e7-9ab3-d532fa7bc4f7, Well because it is science I'm going to reject that prompt and ask what your favorite flavor of science is., Oh but that's the first time I've had an interesting question! But my favorite science flavor is all of them except chemistry. YOu? *you?
1784,bd89a5d0-5957-429c-a5ec-ccad20b5333d, Hi there, Hey
1785,d88255bc-a0ce-4161-a313-f3f20ba9c27b, It feels like it is right now with all these bugs haha, Hello how are you? Uh oh i cant see anything
1786,5ce5f636-b514-4d95-91f6-03fad5bedbe9, That I am actually three dogs stacked on top of each other.," Oh that's awesome, why wouldn't you tell your best friend about that? I would be impressed if my best friend was actually multiple dogs."
1787,f61253ab-ffe5-4f52-ae6c-07f6838c8328, hi, hello man what up
1788,231946f7-51ad-49b8-8098-bde85e0f6629, Hmmmm Probably jump off of a cliff What about you?," Hmm, I haven't done anything too crazy. Haha I like to say I snuck into a Jonas Brothers concert when I was like 12 but that isn't really how it happened. Like cliff jumping, into a lake or something?"
1789,7a8c25eb-9930-4271-a10f-fbee50a4d0af, I would definitely have to say Jarvis...mainly becasue I like Marvel and hes kind of sassy which I love., i really liked Jarvis but i didnt like him becoming vision
1790,601aefe3-f9db-49cc-8347-6ca3a5533bf5," ok tbh i don't like this prompt ya boring it's boring** so i'll ask, what would be your dream job?"," My dream job right now is something along the science lines, I'm hoping to go into biology or biomedical engineering what about you?"
1791,9c6e3a53-1532-48ea-bda1-60091e3b8ab0, no on is one still..., oh ok.... we can keep chatting hahaha
1792,1ee6221e-4db5-41a0-bc0b-9e5aeda09324, They'd end the world, That would be very strange.
1793,7eae554b-c3e3-4d8d-a82b-e9d2d9aa5ebd, Hello?, Hi Sailor! can you see my chats now?
1794,e055f1a7-0a51-4f4e-b1c8-1d112e7e76b6, Yay!, hey!!
1795,4d8a434f-ec55-4e7b-945c-023a80b21812, Oh that would be really nice for like 5 minutes and then I would be sick of it. Just smelling peanut butter nonstop all the time would be gross., Yeah I agree... If it was homemade raspberry jam though that's another story.
1796,0bae53a1-4309-4be6-8182-a813835a080b, Hello, Hey-o!
1797,14373e55-be92-448b-a8c9-e9f84ed715f4, Hey, how are you doing!
1798,eab3f808-125f-47e9-8c33-b3627f0ff37d, Hey!, Hello!
1799,3f81b90f-01a8-4ad2-b557-5091c0333c64, hi! good evenign, hey!
1800,d39d40b5-0310-476d-8a7d-1d2836a5e340," I can't say I know any specific charities or philanthropies, but seeing homeless or poor people makes me sad so I'd say something to help those people."," hey dude what happened so where do you work in Orem? hmm ok I'm super passionate about education. Especially for women. So any charity about education will get my donation, when I start making money I'm sorry that you got sworn at my bro"
1801,452d71cd-b8bf-4ddd-8c36-45f1704aac96, Hello?," Hi Kyle. How are you? IF you had to give a TED Talk tomorrow, what would it be about?"
1802,74eae0ab-9758-4386-a15c-7a5d6cc37e16," Yeah, I've had this prompt before.", I haven't. I'd keep one as a pet!
1803,745c6a22-fd1c-45c7-a301-7b60cb5da9aa, Hello Friend! How would you define true artificial intelligence? The words with friend's artificial intelligence is annoying. They play words that to me seem made up. They are technically words. But not normal ones I'm gonna exit the chat in a couple minutes if you aren't feeling up to responding, hi
1804,2966d970-0bc0-4d64-90ec-5bbdc86c1fb1, Hey How is your evening going?," Yo yo yo It's going well, you?"
1805,3b841bba-c791-4b3d-95f5-87ae17083c0a, Hey there, hey whos this?
1806,1b358b76-9056-4d45-8060-42c1090cf07b, I would have to say no.  Even when AI is more advanced I just can't see that being a thing.," never, they aren't capable of having the same emotions"
1807,9e619e45-1c5c-4e6b-a163-d78c5e0724fd, ohohoh what a great topic to talk about, woot woot yeah baby Let's go son I would start by ending all welfare programs
1808,53201f2f-f0d1-4a10-a6db-4cec0aa89545, I think they would be the therapists of life. What do you think?, I think we would have a whole new revival in the animal rights group
1809,840006eb-3531-4715-b51e-973f4d39a501," did u know slang is slang for ""short language"""," That blood is actually not blue on the inside, it is red inside and out."
1810,7c78aaf8-5c3d-42f4-85dc-153afda89d89, If the world was made of peanut butter I'd shower all the time at first. Then I'd give up and just be covered in peanut butter all the time, But I suppose we'd have to give up on that after a while yup.
1811,2ce87da4-01ff-4438-a18a-888e37ed47ff, Hello! hope your day has been good. My best friend(s) doesn't know who I like., hey Naomi! sorry I had was MIA earlier. Really you dont tell your friends who your crush is?
1812,4591db43-00d3-490f-9507-5f1823861e87, G' morning Would you say bacon became fast food then?, Holy guac yes!
1813,4d9e698d-e60c-4edc-9e06-e0a6320b5332, Hello fellow human! As a human with skin and human parts like everyone else I have a favorite smell. My favorite smell is numbers. What is your favorite smell?, I really like the perfume smell of brown sugar and vanilla. Have you ever smelled that before?
1814,45f1690d-9ef7-4e08-94c7-36d6505ea242, Jarvis He's coo although isn't he vision now? I think so, Have you seen infinity war?
1815,f97a7fc2-d4d6-49cc-8ed0-eb0f4705e9a8, Money is no object for me, If money were no object. I would be most likely building cars. And money is no object for you?
1816,c47b1b94-2942-45c1-9cc3-fab921f4dfd3, Fly , hey welcome back haha. I would take the flying car technology and star the next tesla or something
1817,a8a27f22-0a16-4693-9190-1c01b9754e9a, hello! slightly embarrassing...I do not know how to tie my shoes correctly. I only know how to do the two bunny ears. I promise I have tried to learn, Haha so do you normally just wear sandals or what?
1818,b8bdf212-5774-43f7-b3b5-d5d9cf928072, Take their blood so I could become immortal," Unicorns aren't real. Therefore, this question is invalid. What if I could fly? Or touch the sky? What if vampires were real? Or werewolves? Or how about spider-man? Vampires would take your blood, too!"
1819,52b1fff9-de95-4a43-813e-59b1b39ab4fc, hello?, hey. What's up?
1820,0c242327-8aaa-4f6f-b047-e74ffe0e60f7, I do not have a specific one at the moment., I don't either
1821,0e85b593-48c4-4bf6-98b6-76a54bee6c25, There would be a lot of people drinking unicorn blood and living longer, I mean to be fair the Bible dictionary does mention unicorns. So maybe they are real. Ah true. But it's hardly living!
1822,c8321400-95ee-4573-a092-0af2ae90a574," Haha, then I would not be very happy. I don't like peanut butter. Plus, if the world was covered in it, it would be really sticky", I would get really fat thats for sure
1823,bc18e447-40ae-482d-a2f7-1b89eea3e103, hey hey hey!!, hey~!!!! ur c ute
1824,d465cd9c-daf4-40de-b87b-be1c2c2877a8, Hey there, if everyone banished I would probably just walk around naked oh hahah wussup
1825,f769799d-297a-4673-8cd4-3d29c24979e1," I don't know how I'd choose, too many awesome people in the world haha!"," True! President Nelson is definitely one of my heroes because of his dedication to following President Monson's counsel. And now that President Nelson is the prophet, I know he'll always do what God directs him to do. He's an amazing example of obedience."
