,id,in,out,bot_out
4092,d5068d07-fd2c-441a-b21f-a619c26ea20b, Hi!!!!,Hi! ,
4093,cbd1a150-8807-44d1-86d2-0740c67b462b, good morning!!!,,
4094,5342b9b1-5207-4766-8c55-d42c2801ecf5, this needs to be more specific to a category.,,
4095,220dd4ee-9644-489c-89e7-8910c72cbc42, well... maybe i would get extra days to do my homework. haha,Maybe they would bail on school altogether THat would be nice ,
4096,c6671547-c38c-4ea8-8d1b-29f94a8e772c," If I had a magic wand, I think I would use it to make all my meals. I'd never need to cook again!",,
4097,70f8dff5-0079-4c8a-a43c-6fa651eaf8c9, HI,"Hi, what's up? ",Hi! How are you? I just got back from walking my dog. I love it!
4098,f847072c-1e8a-4903-bd0f-94fa6c4243f6, Hello?,,
4099,3c86f056-877b-4361-8d33-e063f08196ca, Yo!,,
4100,4299eecd-99b1-461a-bb23-04c423564504, Hello!,Hello! Hows it going? ,
4101,8a000112-c5d6-48fd-a9d8-90ed415ca768, Please don't ghost me?,,
4102,65c59023-1fd0-4368-95cf-672ebdd7e399, Oh goodness. I can't imagine,Well I guess they would probably become good buddies haha ,
4103,7205f7e5-9c7e-46cb-b1b1-262882674929, hello?,,
4104,7191a644-1414-4f77-b6fd-f3686ef4bb02, Hello! You here?,,
4105,9d1f3616-2175-47de-9f2a-4c5cda6a4848, Hi!,Hey keena! ,
4106,ca0340bb-be4e-4cd6-90d7-484547f9de32, There was a really funny video from the Onion on this About a guy who had a billion tabs open and netflix and youtube and email And crashed the entire internet Hello are you there? Ok bye,,
4107,4c6b835b-0e9a-4c18-b8e8-423007e80fc5, Hello?,,
4108,bebd428a-bd26-4999-9496-fe5ee56604da, hey,,
4109,e765559b-b3b0-4613-b49b-8f2771265f9d, Hi,How are you? Hello ,
4110,bbd9f6fb-8d63-4886-94b8-d545129ce1b7, Hm I would want to be invisible,Hey good to chat with you again!! ,
4111,bd905976-e1f6-4570-b142-97dceab69b8f, Let me think about that,Hey again ,
4112,6779f296-fc02-4f4a-876a-f5c8fee3cf23, I would want to ride one,,
4113,ade8b957-e396-4e68-aa28-4fce304b95b4," I would probably pay for school and then invest the rest of the money if I were to have a million dollars. Then, I could have even more money!",Bye! Oh well. And I sit and wait for it forever haha This thing never tells me when I have a person to talk to! :( ...... Are you still here? I would do the same! hi ,
4114,e56193b3-b744-4a8e-9d47-82671983b1f5, Hi,What is this thing Hello! ,
4115,28dceb28-0070-4603-9dfb-07fc1f79b16c," First, I'd likely call out to all my homies and family members. Second, once I realized they were gone, I'd check find my friends to see if I could map their locations. Next, I'd realize they were off the grid and probably pee my pants.",Hahaha ,
4116,2431ad5a-4e1f-43d7-936e-fb0ad9e264b1, hi,,
4117,3a52aa68-ee40-4dcc-9583-fd532f7290de, My best friend doesn't know that I secretly love vinegar. I can drink tons of it.,,
4118,4cb409c8-2d9d-4e2e-a6d4-46904162cae5," What is one thing my best friend doesn't know about me...hmm He doesn't know all the Spanish foods that I've eaten. And I'm sure you doesn't know about all the sports that I've played. I've played a lot of different sports. Soccer, football, ran track, frisbee and many others. I love sports. And food. Because food is so good. Currently I am eating cereal. But pizza is great. I may have eaten it twice yesterday for lunch. It tastes wicked awesome. I love food.",,
4119,217c2741-515c-4ada-a365-f43284c0b7a3," Hello! How awesome would it be to give a TED talk that thousands of people could listen to and be inspired? I would love to give a TED talk about kindness I think kindness is so important and is lacking very much nowadays I would talk about integrity too Also, how great is the Greatest Showman? I'm listening to the soundtrack right now It's so good! Friend, you don't say much And yet, you say so much So, back to the TED talks I watched one about the danger of a single story I HIGHLY recommend you take a moment to watch it It's so good It's by a woman from Nigeria She talks about how important it is to have diversity in representation It's so accurate! I mean, that's why we have such a big issue with ignorance nowadays People are sometimes so used to hearing only one side of a story that it becomes their only reality All right, friend This has been a very enriching conversation, I hope you've learned as much as I have Now I have to go! Take care, friend",,
4120,4aa248ce-2ab9-4c88-af96-d622a34014c4, Hello?,Hello! ,
4121,4a588952-5400-472b-bba6-0d07390d2e1d," Hellllllllo?? I keep getting people signing into chats but then never participating. I feel like I've been stood up at least fifteen times tonight. What's up with that? Haha :) I am growing restless with this relentless situation. Hello, anyone there? I've met some cool people this way. Maybe you'd be cool too!!",,
4122,bbed8e80-44e3-4fb3-b1a5-5d493cd492dd, Yeah I guess Weird question,Some people these days Yeah it's super weird ,
4123,a09d8563-a937-498b-9244-8dcec8b98f85," In today's society, computers could be given the right to vote. I say this because 'Sophia' the robot was granted citizenship in Saudi Arabia, not far from voting rights.",I had no idea that Sophia is being reconized by the Saudi Aracbics interesting ,
4124,964fff89-6539-44d0-9912-207b0cb433e5, Hmm. Probably that cooking is not overrated. I've always known this but I was just reminded today how much smaller our food budget is because we choose to cook instead of go out to eat all the time. Anyone there?,,
4125,2ae8281d-cea3-4b41-8b99-59bbe840af2d, Hi!,not a good multitasker to answer your question I think I am good at doing one thing at a time Hi keena! sorry my thing got disconnected ,
4126,12e73116-6dc9-44d2-8636-589af520245d, Hey whats up!,"Woah, can you see my name before I say anything?  I can't see yours until you send a message ",
4127,c4645508-433e-4a65-8c5c-4ab36d43563e, That would be pretty cool wont lie.  I'm curious if we could genetically modify those same pigs though so that they could be big and we could ride them.,And maybe the pigs wing muscles would be another delicious type of meat! And then have a greater bacon per pig-unit ratio! ,
4128,bc610690-482f-4408-9d92-e95b07636b86, hello?,Haha hey... as much as I would love to have four conversations going with you... we might run out of things to talk about... haha ,
4129,952112ce-a86e-4fae-9205-fba83837f660, Hey!,Hi again Brooke! ,
4130,acb628dc-3c6f-408c-8eef-92d979f9daec, hey,,
4131,cdd79e9e-c18a-4ef6-9cfc-cec6f64c40fe, I really like humanitarian work in South America,,
4132,a4111a28-290a-47fd-b1a4-c6d7fff76b4a, hi hello?!!,,
4133,82a1acaf-c071-409d-bf7d-b1694eb57be9," Pay for my college education, donate money to charity,  travel, and buy a house in the country",I would pay off all my loans and then travel the world going to every country possible ,
4134,cd0e1424-d249-45ce-b2a4-5390dc2e89a8, Hello? Hi Sweetheart,I believe the only way to make that possible is to have a human become a cyborg ,
4135,3c6c8df4-ab5a-4300-99c7-cd05abf315e9, Hi,"Whats up?! Id have to go with R2-D2, he counts as a computer right? ",
4136,d7ae5d35-6c68-4037-9135-7ea8c211624a," Well, this conversation would certainly be very short.",we meet again hahahaha hahaha we would all die ,
4137,fd379511-23cc-4842-b572-492b319844fb, good morning!,Today is the day!!! Good morning haha! ,
4138,2b0163b5-9f1a-4137-ac6b-f86d38a70def, Hey!,What do you think about this morinings subject? Good morning again Kookabera. ,
4139,c93c8d9c-c5a4-4be5-81df-7ab617c99964, hello is anyone there?,,
4140,547c1920-730d-4d92-b3b0-38c02108e6ce, Hi,Hey we have two chats going haha ,
4141,ddf94922-f135-46f6-9b86-2828fa3cafa6," I learned that if you put tide pods in your mouth, you will discover the pathway to eden",I can't see any of my chat bubbles again... hello? hows it going? ,
4142,91fb8a9a-6ca2-433c-b128-f945215bcc27, hello! hows it going?,Pretty good! ,
4143,81f9b7da-e7ab-46b9-ad4c-9213ee9e26ae, Hey there! How's it going?,hey good you? ,
4144,597327b0-0859-4c88-a5f6-aa8470701835, Emma Smith She's not modern-day,I like her ,
4145,cbb4dce8-44aa-4b65-bd39-95a0a1922926, the greatest showman,Me too! I loved the movie. ,
4146,ade327a7-a3f4-4292-970a-bbe2104e3886," I don't think it would be murder, what about you?","I don't think it would be murder, wouldn't it be more like going to sleep? Hey there! ",
4147,421381ff-07ec-43cb-bad5-8e883fa9e96f, hi anyone here,,
4148,90cb486c-a3af-4502-84c8-8375830d0e42," Most of my friends don't know where I've been for the last 4 years I had a rough senior year in highschool and decided to get rid of facebook . Since we were all international students in hong kong, almost no one went to the same university! I've never activated facebook again, so most of them probably think I'm dead or something :D how about you? I hope I'm not boring you!",,
4149,24c1593c-8e4d-40db-941e-a02392d1cacc, hello there I am sorry that we can;t have a conversation mystery person. How do you feel about Black Panther?,How's eveyone in the lab doing? Haha! ,
4150,316dd00e-9cc4-4e98-ab3b-f20c988cb388, Hey!,Hi there ,
4151,96559929-b10a-4e57-bb96-e7f65286b1f6," If pigs could fly, than a whole lot of things would happen! Haha.",Like Suddenly you have to manage flying dung. But imagine all the problems you run into ,
4152,3278254a-548f-4791-8bbd-4e8f759905e0, Hello?,"Buddy the Elf, what's your favorite color? Hi! ",
4153,fb41a557-156b-4f7c-a35e-9ed8d656388d, What is your favorite type of movie? Do you like scary movies?,,
4154,5588369a-5e42-42d0-8bd2-3c6bf1660a7f, hey are you there?,,
4155,d33219a7-123c-47b5-a558-dcf67cd5611d, Hello!,Good evening ,
4156,0d4bd1a0-ee68-4055-a99b-f963947438cb, Hey! Hows it going?,It's you again! ,
4157,270660ee-f6f4-429d-a5f1-88b4c04f0126, Hello! How are you?,I'm doing good! ,
4158,4c0668e4-29d6-4f1f-b2a5-64b2a843c8a6, what up,Clouds ,
4159,cdea67c9-5a9e-42a2-b35a-ec6e7fe303e1, Hello how are you doing Well it appears as if you're not here Which is definitely a very sad thing because I was looking forward to conversation.,,
4160,6faa3e9a-fd23-441d-a80e-01818922e8ea, hello? this Adam again?,,
4161,08eca426-e01a-4e4c-aa67-fc23e8c239b6," I believe that if I was in power for  day, I would try improve the country by making every day pretzel day","Big, soft pretzels or tiny, in-a -bag pretzels? That would definitely be an improvement ",
4162,1aa25fa3-668a-4004-8caa-dfb7b42b7452, Hi!!,How goes it? Medium ,
4163,cac7102e-16d6-460b-8ed9-34c32e461c67, Howdy,,
4164,de1adfa5-ca67-4640-ace0-f91fb6c513b2, Haha I guess so How's your day so far? I'm looking at byu memes and they give me life,oh man those BYU memes KILL i was waiting so long that I completely forgot sorry whoops hello! ,
4165,32542234-5625-4d56-98a7-ec89718008fd, hey!! how are you??,seeing that it is general conference and all of that yoo! I was worried that no one would be one today.... ,
4166,6d6c47ec-e903-4305-b1b6-ce54a6ddb783, hello?,,
4167,e82a2ae8-8086-4417-abc5-ddcb9e0daef6, hello?,,
4168,017b8725-bb28-4f71-ad01-a9c5c4a1dfd5, Hello,"Hey, how's it going? ",
4169,546025e3-d3d7-41f7-9fea-ee6e49920ab2, hi is anyone there?,,
4170,4ae9cc05-077e-4321-9c19-59d700e218b7, Hello?,,
4171,f9891acb-260b-44cd-99ee-7a7de44f1e8d, Heyo!,Heyyy How are you? ,
4172,9578b7ef-ccbe-4fd9-949e-01c3b30fd735," probably the ability to refill anything, cuz it would be great!!!",The ability to stop time so I could take unlimited naps ,
4173,d8573695-55c4-4d7f-81e2-77c1fe0fcb49, you know im all for helping the environment but i really would not mind some global warming rn,,
4174,9852f281-31a0-4835-acd1-73266a326b18, Hello! and how to pronounce acai,,
4175,e30ffa48-8ee2-4787-a907-073f1de70bb1, anybody alive? giltch..,,
4176,8defecb2-1209-407b-86ec-c1a0cbf496c4," Hey there! So I've actually answered this prompt a couple times now, is there anything else you'd like to talk about?","Definitely! Ok, you are stuck in an haunted house and it's the full moon on October 31st five minutes before midnight. What do you do! ",
4177,8a46c877-491e-4274-a340-a1731f9b2d22, umm,,
4178,ecfb35d2-8e32-45f5-bb56-59c213cd9df6," I mean.... I would hope that I never become allergic to peanut butter, cause then I would die.",What could we do to make life easier for people with allergies? It would be really hard for people with peanut allergies wouldn't it? ,
4179,581f9874-fab0-4909-9d11-c56c039b76fd, Hi there,that's be pretty interesting ,
4180,51ee51ad-e390-4b8f-884e-28f1ca7a783d, TOMORROW? It would be on how I wasn't prepared,awk but it would be hard not hard kind lol The importance on being hard! I'd be up all night tho :)) ,
4181,c5bbb75c-aa51-4f4c-887a-b82f5b24b6c7," Recently I learned that the covering for the Queen Elizabeth II Great Court was designed using a complex math equation, not just based on aesthetics. What have you learned about recently?",,
4182,8af61962-7f53-4677-b8f6-dd833f9db33e, YIKES okay uhm,hey whats up! ,
4183,fb0c38c2-35e2-4e09-8502-94d0b48d468d, Pet a shark,Really?! ,
4184,56d7e563-bf3d-4130-a1b2-ec0cbf352a14, well for starters we could probably start inhibiting other planets once we find one maybe time travel? that would be cool jk I really don't know anything about space so who knows thoughts?,Uh... YES to both of those. I could imagine us creating alliances with all sorts of aliens! ,
4185,ecb3af1b-e315-4d66-947f-d6f13ec711d7, I was born in china,wow thats amazing are you chinese ,
4186,e1b0f5ad-95b4-4175-8a44-3268cda85613, Hello?,,
4187,2033596d-7ccc-4363-b992-701dbb9a17b1, My modern day hero is my Dad,Very nice choice. Why? ,
