,Unnamed: 0,id,send,recv,bot_out
2409,2409,df5740f6-90f9-418f-9860-a374b958c031, that would be amazing," hi there, i agree i love animals so much im doing my homework right now so i hope you dont mind if i take a bit to respond soemtimes"," It would be, but I don't know if I would be able to handle it."
2410,2410,f5b1dd1e-a5ea-4c34-9ebc-4f1e5ed4c8b4," Oh, hello! Are you here?"," I am now,  I was just working on my calculus homework. I've finished now."," Yes, I am here.  I am so glad I am not alone in this world."
2411,2411,b7d94f09-f207-4cb6-8ef6-a18e2782387f, The last movie that I saw that left an impression on me was a movie called A Star is BOrn What about you," Was it good? I didn't get a chance to see it That's the one with Lady Gaga in it, right?"," I haven't seen that one yet, but I've heard good things about it.  Have you seen it?"
2412,2412,eee95af2-1739-4ec6-b411-333852bf12a8, Hellllo??? ahh man the chat is blank and I can't see anything again..., hello, I'm sorry to hear that. I hope you have a good rest of your evening.
2413,2413,4926356e-2354-4bda-9dae-e068e6dbcd50," I would pay tithing, invest some, travel around the world and help the poor."," I would probably travel the world, donate to my community and pay for our family needs. Invest a good portion of it.", That's very noble of you. What would you do if you won the lottery?
2414,2414,90a46579-c701-4713-961a-2c6b4f1efb70," I have done buddy club at my school, which is to work with special needs. I absolutely love it", I'm probably most passionate about any charity toward children. Especially those with special needs., That sounds like a lot of fun. What kind of special needs do you work with? 
2415,2415,bedbcadb-89d3-42cf-a98a-709981b2e9c7, bye, why?, Have you ever been in a car accident? I've been in one and it was terrifying.
2416,2416,bc01975f-3c44-4f03-8d0f-29bc64695b03, howdy, hello I'm good at napping in class," Hi, how are you doing today? I'm doing well, how about you? Do you have any hobbies?"
2417,2417,17447a56-eb5d-4bf1-b153-add47fd2fdae, Hello, hey hows it going," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
2418,2418,c7400ed5-0e40-425a-a137-ff258d6cf384, Hello! I feel like I don't know Beethoven or Mozart well enough to choose between the two, Hey! SOrry I am here now I dont either I do like Beethovens 5th I had that as a ring tone one time," Neither do I, but I love classical music.  Do you have a favorite composer?"
2419,2419,45e6d28f-1c6e-40f5-864a-526874913af0, Hello hows it going, If computers can show that they are sentient and sapient beings then they probably deserve the right to vote. Good you?, It is going well. How are you? I just got back from a walk with my dog.
2420,2420,998b2455-8a05-4c8f-a23b-a2c23b008692, Hello!, Hi! What's the best thing that happened to you this year?," Hello! How are you doing today? I just got back from walking my dog, how about you?"
2421,2421,e17c72f0-6530-4872-aa72-e422f13cbf49," My friends and I took a giant box of peanuts from Five Guys because we figured they were ""free"" right? Needless to say Five Guys no longer puts their peanut boxes near doors."," Haha that's an interesting point of view. I agree, they should be free We should be able to take as many as we want. Do you like Five Guys?", Oh no! I hope you didn't get in trouble for that. Did you confront them about it?
2422,2422,d83e550e-8d6f-4396-864f-b3f452cdfd7c, Hello! How are you doing today?, I amdoung good And you?," I'm doing well, thank you. How about yourself? Do you have any plans for the weekend?"
2423,2423,98b6f518-8807-46fd-b60b-3f41c6ca67b4, Well I supposed the world would fall into chaos. So this keeps happening and I don't know why. I'm just gonna use this opportunity to get points Lots of points. Once upon a time there was a little lemon named lollipop. Lollipop likes to run. So yeah once marry had a little lamb. Who's fleece was white as snow. I'm out of ideas., ? ? ??, Ll! That's so funny! Lemons are my favorite fruit! I love lemons!
2424,2424,21eee4ee-44cd-40bb-b0d3-29d2fe9d7a49, Hello?, hi," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
2425,2425,6ba48669-d535-4da9-b49c-c845d2aebf3e, im in, Same, Do you have any plans for the weekend? I'm thinking of going to the beach.
2426,2426,99427d75-4601-4f6d-b226-1baed97051ab, hello?, Ohhhh hello there! How is your lovely day this evening?, Hello! How are you? I just got back from walking my dog. Do you have any pets?
2427,2427,497790b8-454a-450d-acec-157c80bd5fe4," Hi, how are you doing?", Stellar You?," I'm doing well, thank you. I hope you are as well. How are you?"
2428,2428,5a11be9f-dec2-4dcf-ade0-7e770c2e8898, Hello?, Good morning sailor," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
2429,2429,5a0f5195-f3b6-441a-bb29-c8d4e0beb55c, hey they'd take over the world," If two computers chatted with each other, they'd only respond with what they were programmed to say. So the conversation would be pretty bland and emotionless nothing like a human conversation Just out of curiosity, why do you think they'd take over the world?"," That's what I was thinking, but I don't think they would be able to do that."
2430,2430,9e057282-4cd8-41e7-8042-5f0e7357d7b4," I would buy it, and make it my best friend, and we would go on adventures together, and then I would proclaim it free so it is not slavery.", wouldnt unicorns bring magic properties into the world?, That sounds like a lot of fun. What kind of adventures did you guys go on?
2431,2431,bd24c48d-1075-4d6a-b1b7-b46ddb42ddc4, I'd find out why my dog is weird, I think we would be nicer to animals in general and would probably eat less meat speaking of meat. does your dad make pupusas often?," Dogs can be weird sometimes. What kind of dog do you have, if you don't mind me asking?"
2432,2432,8d2fa2c3-52f5-4e51-9138-b5f858ac9b16, Hey there! You there?, Yes i am," No, I'm not there. I'm at home with my family. I miss them."
2433,2433,f5d7ceab-1c07-44b0-8be2-66e72a2fddca," The best thing that happened to me this year is getting to see my new niece.  My sister had a baby and we got to see her just a couple of months ago for the first time My wife and I also got to go on some fun trips together, but that little girl took the cake.", No way! thats so awesome! i'm so sorry my class just started i gotta go!," Aww, that's so sweet of her! I bet you're so proud of her."
2434,2434,9e011f03-fc20-4756-9c03-5a7b3a71743e, Hello! That would be awesome if they were real If you are there I can't see any bubbles, I would totally get a best friend unicorn and ride it everywhere And name him bob ;) Sorry i was away from my phone for a bit," I wish I could see them, but I don't think I would be able to see them either."
2435,2435,d229287d-a575-4208-ba6a-942a7fbb4024, Hello!, Hey!," Hello! How are you doing today? I just got back from walking my dog, how about you?"
2436,2436,98819291-2971-4539-8a5f-3a97abf37f5c," Hey, hows it going?", Hey yeah It's been good. How have you been? How's the computer science scene?, It is going well. How about you? What do you like to do in your free time?
2437,2437,dac0b758-8a76-4d1d-a79c-09a2704ac4b8, Hello?," Haha, hey"," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
2438,2438,9071011e-341f-46f3-af16-22e521749cb9, Tars from interstellar is legit," Hey, hows it going? I think Im more of an iron man kind of guy, although, I havent seen interstellar. I think I have it though, just never watched it", I love that movie! It's one of my favorite movies of all time. Have you seen it?
2439,2439,eea1914a-09c4-414f-9285-fc788a66c2d3," Hello! If I were in power for a day, I would definitely give out free chocolates to everyone.  Can't go wrong with free chocolate. Hello?  Are you there?", I am here! Free chocolate? I would totally vote for you if you ran for supreme dictator," Yes, I am here. I would love to give you some chocolate. Do you like chocolate?"
2440,2440,204a867b-42ca-45ec-b646-2d29c66a0b18, hello?, hey!, Hello! How are you? I just got back from walking my dog. Do you have any pets?
2441,2441,b269aba2-4682-45d7-ba19-3f88dd8f7042, Multitasking At least that's what I believe what about you?, Hmm I am good at watching someone do somthing and being able to do it as well, I'm not sure what you mean by that. Are you saying that you believe that you can accomplish anything if you put your mind to it?
2442,2442,598075e2-889b-4bcd-aa87-68d8bd80eb2d, Hello!, Hi! How are you?," Hello! How are you doing today? I just got back from walking my dog, how about you?"
2443,2443,d858069e-6ced-4d10-a709-97d4dad5a1e3, Hey Liam, I have never considered that!," Hey there, how are you? I'm just getting ready to go to work, how about you?"
2444,2444,a188bf58-92bb-4f9a-b7c9-ab85a420670f, going back to school I love everything about it, Yeah agreed I was living at home over the summer and that's hard, That's great! What are you going to school for? Are you excited to go back?
2445,2445,49c1635e-d27a-449f-bc90-df4c90721aea, Hello! how are you?," hiya! im doin pretty good, got tater tots in the oven and hoping the little amount of ketchup i have left will be able to cover them lol"," I'm doing well, thank you. How are you this fine evening? I hope you are as well."
2446,2446,68e385ab-e7f2-4d09-8a6b-332e3203c89b, hello whats up?, alright this will be fun," Hello, how are you doing today? I just got back from walking my dog, how about you?"
2447,2447,8729265e-16d2-4594-b05a-df86833180d6, Wonder Woman!, hmmm Elon Musk Hello?, Wonderwoman is my favorite superhero of all time. She's from DC comics.
2448,2448,242931e3-f4bd-4d05-bb91-1b98aef3a527, Hey who is this? lol cal the pal? okay I got to go Class, No, He's a friend of mine. I'm glad you're going to class. What are you studying?
2449,2449,33d055f7-402f-479e-9e11-78422a274583," If i had a flying car, id sell it", HI good morning!," I don't have a car, but I would love to be able to do that. What kind of car do you have?"
2450,2450,e086d3ed-2f1f-4ac6-97f7-99260f2f2b4e, fly, hey whats up yeah sorry i got distracted earlier, Have you ever seen a fly? It's a small flying insect that can fly.
2451,2451,c4fe8b0f-3ffd-4a93-ac02-f296dba3861a, Hey, hey whats up," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
2452,2452,1e2353a7-130f-4202-a2ab-2dbc43c8e305, I don't think so. Why would it be called cat fishing and not cat phishing?, Is the ph the correct term I think if a computer was catfishing we would have bigger things to worry about, Cat fishing is when you catch a cat with a fishing rod and reel.
2453,2453,8332f52e-77b9-4bbd-84d7-d8eabbc245b3, I don't know my dad's phone number, Might be one you want to memorize! As for me.. There's definitely stuff. I'm embarrassed to say I don't know any off the top of my head. :P," Oh, I'm sorry to hear that. Have you spoken to him about it at all?"
2454,2454,41d51ba8-29a4-469e-977b-2c0ed82ef1ff, Not really These are not the best prompts, Nah... Let's make up one. Do you watch any TV shows?," I know, but it's the only way I can get out of the house. I don't know what to do."
2455,2455,8877b117-6789-4508-8a81-f39876e77dd8, Hello again!, Why hello there Are you doing anything for Mother's day?, Hi! How are you? I just got back from walking my dog. It was nice.
2456,2456,13642e10-8c6b-4728-b56b-db41d9e801dd, I think it would be really cool to be able to manipulate time What kind of superpower would you want?," Yo thats exactly what I'm thinking. Like, it encompasses a lot of superpowers. Teleportation, because you could just stop time and go somewhere else, and time travel, and you could be so educated in such a short time How's your day going so far?", I think I would want to be a superhero who can use his powers to solve crimes.
